City,Address,Square,Year,Levels,Flats,Lat,Lon
Новороссийск,"ул. Советов, 10",3408.2,1962,5,64,44.7249307,37.7663896
Новороссийск,"ул. Советов, 11",2934.1,1957,4,24,44.7227065,37.7690866
Новороссийск,"ул. Советов, 12",2320.9,1958,4,32,44.724548549999994,37.767273731515964
Новороссийск,"ул. Советов, 13",4715.9,1964,5,78,44.7221358,37.770203
Новороссийск,"ул. Советов, 16",3379.7,1961,5,80,44.724891400000004,37.769263699999996
Новороссийск,"ул. Советов, 2",6427.1,1965,5,160,44.7148884,37.7804798
Новороссийск,"ул. Советов, 2/6",7062.5,1965,5,160,44.72600785,37.76542262015001
Новороссийск,"ул. Советов, 20",3485.2,1962,5,80,44.7244446,37.770257400000006
Новороссийск,"ул. Советов, 21",3594.6,1959,5,47,44.72033185,37.77266485
Новороссийск,"ул. Советов, 22",5658.2,1953,3,16,44.72376085,37.76999377818847
Новороссийск,"ул. Советов, 23",6300.7,1995,5,68,44.71978275,37.77318192115771
Новороссийск,"ул. Советов, 24",1207.7,1953,3,17,44.723019949999994,37.7704828709725
Новороссийск,"ул. Советов, 26",3853.3,1954,4,53,44.72271785,37.77114996484075
Новороссийск,"ул. Советов, 34",1639.9,1940,4,16,44.7217601,37.7731037482544
Новороссийск,"ул. Советов, 34А",688.3,1940,4,18,44.7255412,37.7646757
Новороссийск,"ул. Советов, 52",1635.6,0,4,0,44.7175426,37.7778587
Новороссийск,"ул. Советов, 58",6339.2,1956,6,79,44.7166865,37.7788984
Новороссийск,"ул. Советов, 60",1789.7,1930,5,0,44.71625785,37.77965377461862
Новороссийск,"ул. Советов, 62",2467.6,1930,4,37,44.71581905,37.7799166936159
Новороссийск,"ул. Советов, 64",1736.4,0,5,0,44.7157451,37.7810115
Новороссийск,"ул. Советов, 66",3983.7,1950,5,40,44.7149472,37.7809498
Новороссийск,"ул. Советов, 68",4939.8,1958,5,67,44.71450335,37.78204915077387
Новороссийск,"ул. Советов, 7",3201.1,1955,4,24,44.72341275,37.767485750020555
Новороссийск,"ул. Советов, 70",538.3,1934,3,12,44.7141437,37.78207795
Новороссийск,"ул. Советов, 72",361,1917,2,14,44.7138678,37.7822062
Новороссийск,"ул. Советов, 74",1195.8,1934,3,20,44.7133375,37.7827842
Новороссийск,"ул. Суворовская, 2А",3582.44,1966,5,80,44.705357750000005,37.78732354541108
Новороссийск,"ул. Суворовская, 6",426.5,1953,2,8,44.704315449999996,37.7864862
Новороссийск,"ул. Суворовская, 8",415,1952,2,8,44.703966949999995,37.7864263
Новороссийск,"ул. Суджукская, 80",652.4,0,4,0,44.6803934,37.765277749999996
Новороссийск,"ул. Тихоступа, 17",531.2,1971,2,10,44.7372813,37.78168065
Новороссийск,"ул. Тихоступа, 7",195.2,1886,1,7,44.7366023,37.78357879520277
Новороссийск,"ул. Хворостянского, 13",4815,1994,10,80,44.68032155,37.7826388
Новороссийск,"ул. Цедрика, 4",1589.1,1960,5,37,44.7147865,37.783115186338975
Новороссийск,"ул. Черняховского, 10/12",1905.6,1959,3,24,44.7010339,37.78488074364196
Новороссийск,"ул. Черняховского, 17",8295.5,2013,17,78,44.7016352,37.782211823082186
Новороссийск,"ул. Черняховского, 19",9192.1,2009,18,90,44.7017853,37.78187623597627
Новороссийск,"ул. Черняховского, 21",9100.5,2013,17,74,44.701636,37.781494
Новороссийск,"ул. Черняховского, 3",3156,1964,5,80,44.701658800000004,37.787161226758556
Новороссийск,"ул. Черняховского, 4",427,1957,2,8,44.7011789,37.78671967392714
Новороссийск,"ул. Черняховского, 6",421.4,1957,2,8,44.7011302,37.78624574694099
Новороссийск,"ул. Шаумяна, 8",154.3,1927,1,3,44.73880545,37.77554155982362
Новороссийск,"ул. Щорса, 50Б",1195.8,0,5,0,44.7213871,37.7564668
Новороссийск,"ул. Элеваторная, 63",569.2,1961,2,16,44.739272,37.7710096
Новороссийск,"ул. Энгельса, 35",1202.9,1955,3,12,44.782728,37.69314893896153
Новороссийск,"ул. Энгельса, 35А",1217.3,1955,3,12,44.7132493,37.7766324
Новороссийск,"ул. Энгельса, 39",534.8,1920,2,12,44.71507815,37.773975592523755
Новороссийск,"ул. Энгельса, 41",685.5,1917,2,14,44.71477855,37.77452288866378
Новороссийск,"ул. Энгельса, 49",2290.88,1930,5,46,44.713074649999996,37.77602570380046
Новороссийск,"ул. Энгельса, 51",2191.8,0,4,0,44.7129383,37.77667712977647
Новороссийск,"ул. Энгельса, 55",2250.39,1956,4,99,44.7121112,37.77764872078807
Новороссийск,"ул. Энгельса, 57",1374.9,1930,2,26,44.7116629,37.7782575
Новороссийск,"ул. Энгельса, 63",430.2,1928,2,10,44.7109976,37.77897452510916
Новороссийск,"ул. Энгельса, 66",14000.5,1986,9,187,44.7111485,37.7803154
Новороссийск,"ул. Энгельса, 69А",187.8,1917,1,9,44.7132493,37.7766324
Новороссийск,"ул. Энгельса, 69Б",134.7,1917,2,6,44.7103424,37.7797318
Новороссийск,"ул. Энгельса, 70",2239.6,1954,4,31,44.7100822,37.780658971674626
Новороссийск,"ул. Энгельса, 71",4188.55,1948,4,33,44.7098308,37.780232923592514
Новороссийск,"ул. Энгельса, 72",638.7,1954,3,24,44.7098259,37.780982
Новороссийск,"ул. Энгельса, 74",6414.3,1983,9,104,44.70967635,37.78179283807301
Новороссийск,"ул. Энгельса, 76",6684.8,1983,9,104,44.7092657,37.78230256675495
Новороссийск,"ул. Энгельса, 78",6438.2,1983,9,104,44.708845,37.78279338685449
Новороссийск,"ул. Энгельса, 79",8393.9,2016,9,96,44.708663,37.781490823086884
Новороссийск,"ул. Энгельса, 80",6683,1983,9,104,44.7084411,37.783341
Новороссийск,"ул. Энгельса, 82",6198.42,1983,9,104,44.7080022,37.78378065654293
Новороссийск,"ул. Энгельса, 84",3435.7,1983,5,56,44.70755,37.784069
Новороссийск,"ул. Энгельса, 91",163.4,1917,1,5,44.70757465,37.78298526223021
Новороссийск,"ул. Энгельса, 93",27863,2020,23,274,44.707076,37.782771468120245
Новороссийск,"ул. Энгельса, 95",18494.4,2018,17,304,44.706860250000005,37.783680477331345
Новороссийск,"ул. Энгельса, 98",1767.37,1959,4,48,44.7068744,37.7843873
Новороссийск,"ул. Южная, 1",12319.2,2008,16,320,44.675433,37.7794633
Новороссийск,"ул. Южная, 10",12766.2,1994,10,240,44.677041450000004,37.78372975992603
Новороссийск,"ул. Южная, 10А",4532.6,2014,9,40,44.675923850000004,37.63349546805195
Новороссийск,"ул. Южная, 11",8091.7,2008,16,105,44.6760323,37.7846242
Новороссийск,"ул. Южная, 12",4442.8,2007,9,72,44.676643,37.7851367
Новороссийск,"ул. Южная, 13",9714.5,2012,16,90,44.6760277,37.7855851
Новороссийск,"ул. Южная, 14",9177.8,2006,17,91,44.6765939,37.7856605
Новороссийск,"ул. Южная, 15",2478.5,2012,9,108,44.67530925,37.784086637425595
Новороссийск,"ул. Южная, 17",5465,2009,9,72,44.77938795,37.7031506
Новороссийск,"ул. Южная, 19",7880.1,2013,17,112,44.67487285,37.78320974981274
Новороссийск,"ул. Южная, 1А",7588.1,2013,10,90,44.681808849999996,37.63179482870419
Новороссийск,"ул. Южная, 21",33589,2014,16,385,44.67584,37.7869257
Новороссийск,"ул. Южная, 23",10087.3,2013,16,105,44.676130650000005,37.78815959917731
Новороссийск,"ул. Южная, 25",16166.4,2015,9,216,44.67526795,37.787556605188456
Новороссийск,"ул. Южная, 27",39310.9,2017,17,385,44.6757665,37.7892082
Новороссийск,"ул. Южная, 29",9259.1,2016,16,112,44.6749396,37.78921295120699
Новороссийск,"ул. Южная, 5",9096,2008,16,91,44.6760357,37.7823996
Новороссийск,"ул. Южная, 6",14169.3,1993,10,230,44.6770184,37.78305494330367
Новороссийск,"ул. Южная, 7",21014.2,2011,9,261,44.77861115,37.70433995
Новороссийск,"ул. Южная, 9",4064.8,2013,16,385,44.67579635,37.78316744563806
